title,url,summary,full_text
Hornimans,https://en.wikipedia.org/wiki/Hornimans,Hornimans is a brand of tea currently owned by JDE Peet's.,"Hornimans is a brand of tea currently owned by JDE Peet's. History The original tea trading and blending business 'Horniman's Tea Company' was founded in 1826 in Newport, Isle of Wight, by trader John Horniman. In 1852, he moved the company to London to be closer to the bonded warehouses of London Docks, then the biggest tea trading port in the world. Until 1826, only loose leaf teas had been sold, allowing unscrupulous traders to increase profits by adding other items such as hedge clippings or dust. Horniman revolutionised the tea trade by using mechanical devices to speed the process of filling pre-sealed packages, thereby reducing his cost of production and hence improving the quality for the end customer. This caused some consternation amongst his competitors, but by 1891 Horniman's was the largest tea trading business in the world. Friedrich Nietzsche once mentioned in private correspondence that it was his favourite tea. In the 1870s, the business was taken over by his son Frederick John Horniman (1835–1906), who subsequently invested much of his fortune for social purposes. An avid collector since childhood, he travelled extensively, and founded and built the Horniman Museum in Forest Hill, south London, to house his various collections. Today the museum houses some 350,000 items, of which the core 10% are from Frederick's original donation. Post World War I, in 1918 Frederick's son Emslie Horniman sold the business to J. Lyons & Co., who moved production to their new factory in Greenford, Middlesex, in July 1921. United States distribution ended in 1993. However, Horniman's Tea remains a popular brand of tea and infusions in Spain and Uruguay. == References =="
Lipton,https://en.wikipedia.org/wiki/Lipton,"Lipton is a British brand owned by Lipton Teas and Infusions. It derives from its founder, Sir Thomas Lipton, who started a grocery retail business in the United Kingdom in 1871. The brand was used for various consumer goods sold in Lipton stores, including tea from 1890, for which Lipton is now best known.
The brand was purchased in 2022 by CVC Capital Partners from Unilever. Unilever retained use of the Lipton brand for tea in India, Nepal, Indonesia, and Sri Lanka as well as for ready to drink beverages globally, such as Lipton Ice Tea, which are sold by a joint venture between Unilever and PepsiCo, and not associated with Lipton Teas and Infusions.  Unilever also reserved the right to produce Lipton branded instant soup mixes in North America.","Lipton is a British brand owned by Lipton Teas and Infusions. It derives from its founder, Sir Thomas Lipton, who started a grocery retail business in the United Kingdom in 1871. The brand was used for various consumer goods sold in Lipton stores, including tea from 1890, for which Lipton is now best known. The brand was purchased in 2022 by CVC Capital Partners from Unilever. Unilever retained use of the Lipton brand for tea in India, Nepal, Indonesia, and Sri Lanka as well as for ready to drink beverages globally, such as Lipton Ice Tea, which are sold by a joint venture between Unilever and PepsiCo, and not associated with Lipton Teas and Infusions. Unilever also reserved the right to produce Lipton branded instant soup mixes in North America. History Origins In 1871, Thomas Lipton (1848–1931) of Glasgow, Scotland, used his small savings to open a shop; by the 1880s the business had grown to more than 200 stores. In 1929, the Lipton grocery retail business was one of the companies that merged with Home and Colonial Stores, Maypole Dairy Company, Vyes & Boroughs, Templetons and Galbraiths & Pearks to form a food group with more than 3,000 shops. The group traded in the High Street under various names, but was registered on the UK stock market as Allied Suppliers; Allied Stores was originally formed in 1929 to act as the group's purchasing arm. Lipton's became a supermarket chain focused on small towns. Allied was acquired by Argyll Foods in 1982; the supermarket business was rebranded as Presto during the 1980s. Development After opening his shop Thomas Lipton began travelling the world for new items to stock. Tea, historically a rare and expensive luxury, doubled in sales from £40 million in the late 1870s to £80 million by the mid-1880s. In 1890 Lipton purchased tea gardens in Ceylon, now Sri Lanka, from where he packaged and sold the first Lipton tea. He arranged packaging and shipping at low cost, and sold his tea in packets by the pound (454g), half-pound (227g), and quarter-pound (113g), with the advertising slogan: ""Direct from the tea gardens to the teapot."" Lipton teas were an immediate success in the United States. The Lipton tea business was acquired by consumer goods company Unilever in a number of separate transactions, starting with the purchase of the United States and Canadian Lipton business in 1938. The company owned 12% of the Lipton holding company, Allied Suppliers, a retail holding company, but had 33.7% of the voting rights. In 1972, Unilever sold its shares in Allied Supplies to Sir James Goldsmith's Cavenham Foods group for £10.4 million, on the understanding they could buy Lipton's tea business back at a price agree by an independent adjucator. The fee set was £18.5 million which Unilever completed the purchase of in August 1972. In 1991, Unilever created a joint venture with PepsiCo, the Pepsi Lipton Tea Partnership (PLTP), for the marketing of ready to drink teas in North America. This was..."
Punjana,https://en.wikipedia.org/wiki/Punjana,"Punjana is a brand of tea produced by the Belfast-based tea company Thompson's Tea. Thompson's Tea was founded in 1896 when Robert S. Thompson was made partner of McArthur and Willis. Thompson's Punjana has since become the best-selling tea in Northern Ireland and one of the most popular brands in Scotland. Thompson's source the leaves for their tea from Assam, Northeast India and from the slopes of Mount Kenya.","Punjana is a brand of tea produced by the Belfast-based tea company Thompson's Tea. Thompson's Tea was founded in 1896 when Robert S. Thompson was made partner of McArthur and Willis. Thompson's Punjana has since become the best-selling tea in Northern Ireland and one of the most popular brands in Scotland. Thompson's source the leaves for their tea from Assam, Northeast India and from the slopes of Mount Kenya. History In the late 19th century, Robert S. Thompson trained in the art of tea tasting. Soon after joining the tea industry in 1887, he was made a partner at McArthur and Willis in 1896. Thompson subsequently led the company for 51 years, and the association of the company with the Thompson family was only strengthened when, in the post-war years, James and Tony Thompson also became partners. It was the introduction of the second generation of the Thompson family to the tea industry that brought with it the birth of the Punjana brand in the early 1950s. The name Punjana, was dreamed up by second generation James Thompson and his wife, Lillias, the inspiration coming from an inscription of the word ""Punjab"" etched on the famous Gillespie statue in Comber. Trivia In 2007, 59,500 cups of Punjana tea were consumed every hour of the day, 365 days a year. == References =="
Rare Tea Company,https://en.wikipedia.org/wiki/Rare_Tea_Company,"Rare Tea Company Ltd. (""Rare Tea Co."") is a direct trade tea sourcing, distribution and online retail company. Founded by Henrietta Lovell in 2004, the company is based in London.","Rare Tea Company Ltd. (""Rare Tea Co."") is a direct trade tea sourcing, distribution and online retail company. Founded by Henrietta Lovell in 2004, the company is based in London. History Rare Tea Company began in London and now supplies and collaborates with many of the world's finest chefs and restaurants, including Noma in Copenhagen, Momofuku in New York and Claridge's in London. Rare Tea Co. retails globally through its e-commerce website and nationally in the UK via Waitrose. Product Rare Tea Company imports and exports loose leaf tea and herbs. These are bought via direct trade relationships with farmers in China, Japan, India, Nepal, Sri Lanka, Mexico and the UK. They also provide tea ware and collaborate with British ceramicists. Rare Tea Co. is renowned for creating bespoke blends, including Royal Ascot, Fergus Henderson and Noma. Awards Best Independent Retailer 2009 - Observer Food Monthly. References Further reading ""Storming the Teacup"", Time Magazine Wednesday, 14 January 2009 ""Market Leader Interview - Henrietta Lovell"", Creative Brief ""Tried and tested: an artisan tea"", The Daily Telegraph ""In Business: why kindness can help business grow"", BBC News ""The Inventory: Henrietta Lovell"", The Financial Times, 29 November 2013 ""The Menu, episode 154"", Monocle Radio 26 September 2014 External links Official website"
Tetley,https://en.wikipedia.org/wiki/Tetley,"Tetley is an English beverage manufacturer founded in 1837 in Yorkshire. It is the largest  company of tea in the United Kingdom and Canada, and the second-largest in the United States by volume.
Since 2000, Tetley has been a wholly owned subsidiary of Tata Consumer Products (formerly Tata Global Beverages), making it the second-largest manufacturer of teas in the world, after Unilever.","Tetley is an English beverage manufacturer founded in 1837 in Yorkshire. It is the largest company of tea in the United Kingdom and Canada, and the second-largest in the United States by volume. Since 2000, Tetley has been a wholly owned subsidiary of Tata Consumer Products (formerly Tata Global Beverages), making it the second-largest manufacturer of teas in the world, after Unilever. History In 1822, brothers Joseph and Edward Tetley sold salt from a pack horse in Huddersfield, Yorkshire, England. They started to sell tea and were so successful they set up as ""Joseph Tetley & Co."" tea merchants in 1837. Relocating to London in 1856, they formed ""Joseph Tetley & Company, Wholesale Tea Dealers"", in partnership with Joseph Ackland. In 1952, in an early example of cross promotion, Petula Clark's single ""Anytime Is Tea Time Now"" was used to advertise Tetley on Radio Luxembourg. Tetley was the first company to sell tea in tea-bags in the United Kingdom in 1953. In 1989, following extensive consumer tests establishing Britons' preferences, Tetley launched the round tea bag. In 1973 the Tetley company was acquired by J. Lyons and Co. to form Lyons-Tetley. Following mergers, Lyons became part of Allied Lyons and then Allied Domecq. The Tetley Group was created in July 1995, as a result of a buy in management buy out, when a group of investors bought the worldwide beverage business from Allied Domecq. The Tetley Group was bought by India's Tata Group in February 2000, for £271 million. It was one of the largest overseas acquisitions by an Indian company at that time. The Tata Group is one of India's largest business conglomerates, comprising more than one hundred companies, including Tata Consumer Products. The acquisition has helped Tata's business ambitions to hold a global tea company. As India reduced import duties on tea, Tata Consumer Products offset its reduced share of the domestic market by gains in Europe and North America. In April 2014, Columbia Law School and The Guardian reported that some of Tetley's tea is harvested by workers who do not receive the minimum wage in India. In a statement placed on its website, Tetley's parent company, Tata Consumer Products, announced it had ""appointed legal advisors to verify compliances by independent review. The legal advisors will also appoint and commission an independent third party Solidaridad to make an assessment into the living and working conditions of the workers at the APPL plantations (Amalgamated Plantations Private Limited)."" The company has claimed that tea from APPL plantations is not used in Tetley tea internationally, and that APPL has supplied only one small shipment of Assam tea for use in Tetley in India in the last three years. In October 2014, UNICEF announced that they are working with tea companies and with the Ethical Tea Partnership (ETP) to tackle child exploitation in Indian tea communities. The three-year program is funded by a number of advocacy groups, Tata Consumer Products, and Tesco. Operations Tetley's manufacturing and distribution business operates in forty..."
Adagio Teas,https://en.wikipedia.org/wiki/Adagio_Teas,"Adagio Teas is an American specialty tea company that sells teas and tea accessories. Founded in 1999, the family-owned business is headquartered in East Rutherford, New Jersey.","Adagio Teas is an American specialty tea company that sells teas and tea accessories. Founded in 1999, the family-owned business is headquartered in East Rutherford, New Jersey. History Adagio Teas was founded in 1999 by Sofya Kreymerman and her sons, Michael and Ilya, operating initially from the family's basement in New Jersey. Later, Adagio launched an online store and moved its headquarters to a 10,000-square-foot warehouse in Clifton, New Jersey in 2001. By 2006, Adagio operated from a 26,000-square-foot facility in Garfield, New Jersey, and added a 24,000-square-foot warehouse in Fresno, California. Adagio also began distributing products through retail channels and launched a wholesale division, AdagioXL. In October 2010, Adagio opened its first brick-and-mortar store in Naperville, Illinois. This was followed by additional stores in Skokie, Illinois, and Chicago by late 2011. In 2016, Adagio Teas relocated its New Jersey operations to a 40,000-square-foot facility in Elmwood Park. In 2025, the company moved again to an 80,000 square-foot facility in East Rutherford, NJ. A coffee division, Lardera Coffee Roasters, was added in 2021. In 2025, it imports and sells coffee from Costa Rica, Peru, Colombia, and Ethiopia. In 2022 the company launched Selefina, an online shop for herbs and spices. In 2024 it introduced a new version of Teforia smart tea infuser, having acquired the assets of the eponymous company when it shut down in 2017. Operations Adagio Teas sources and sells loose-leaf teas, tea blends, and related merchandise. Its catalog includes single-origin teas, flavored blends, herbal infusions, and teaware. Adagio developed its own line of tea accessories, including the ""IngenuiTEA"" infuser and ""realiTEA"" tea bags, as well as an annual Tea Advent calendar. Adagio's business model is based on e-commerce. Adagio created a network of community websites, including TeaMuse (an online magazine), TeaChat (discussion forums), TeaMap (a map of tea rooms), TeaChef (a recipe-sharing site), and TeaCritic (a consumer review platform). Adagio's website also allows customers to design and share custom tea blends. In addition to online sales, Adagio's wholesale division supplies teas to cafés, restaurants, and shops. Its retail stores in Illinois function as retail locations and spaces for tea sampling and brewing demonstrations. References External links Official website"
American Tea Room,https://en.wikipedia.org/wiki/American_Tea_Room,"American Tea Room was a specialty tea and tea accessory retailer, web store, and cafe based in Beverly Hills, California. On March 8, 2018, it was announced that American Tea Room would cease all operations. American Tea Room was also mentioned in the end credits of Outer Wilds.","American Tea Room was a specialty tea and tea accessory retailer, web store, and cafe based in Beverly Hills, California. On March 8, 2018, it was announced that American Tea Room would cease all operations. American Tea Room was also mentioned in the end credits of Outer Wilds. Products Teas American Tea Room used a seasonal, rotating selection of over 200 teas from around the world. These teas included rare single estate teas, tea blends, herbal teas, matcha, blooming teas, Earl Grey and English Breakfast blends and more in every tea category, with a majority USDA Organic. Tea products In addition to their tea, American Tea Room carried a host of porcelain, glass, and cast iron teapots, tea cups, and tea accessories for scooping, steeping, and storing tea. They also carry a range of matcha related bowls, whisks, and scoops. Locations American Tea Room was previously located in Beverly Hills, Downtown Los Angeles, and in Newport Beach. References External links Official website Official News Teatsy"
Argo Tea,https://en.wikipedia.org/wiki/Argo_Tea,"Argo Tea began as a chain of tea cafes that was founded in the Lincoln Park community area in Chicago, Illinois, in June 2003. It eventually expanded to a dozen locations in the Chicago metropolitan area before expanding to New York City in 2010, where it opened four locations, and then further expanded to St. Louis and Boston. As of October 2011 the chain had 26 teahouses and distribution in over 3,000 grocery stores. By spring 2013, it also opened a location in Beirut with plans to add locations in five Middle East cities by year end.
Argo Tea primarily sold hot and cold tea-based signature drinks. It also offered about three dozen international varieties of loose-leaf tea (tea brewed from loose tea leaves, as opposed to tea leaves in bagged tea), coffee, baked goods, small entrées, and teaware. The tea menu included a variety of black, green, white teas, and natural herbal teas, served hot or iced. Argo Tea formed a special relationship with Whole Foods Market to distribute Argo products. According to a description in Bloomberg Businessweek, Argo's specialty foods include pastries, sandwiches, salads, and quiches. Argo markets from a lifestyle perspective with awareness of modern design and sustainable environment. It also sells audio CDs.
In 2020, Argo Tea began selling bottled tea products in Walgreens and other stores, and gradually closed their cafes. Golden Fleece Beverages, Inc. purchased the Argo Tea brand, and has continued to operate the business as Argo Tea. Loose tea is sold online.","Argo Tea began as a chain of tea cafes that was founded in the Lincoln Park community area in Chicago, Illinois, in June 2003. It eventually expanded to a dozen locations in the Chicago metropolitan area before expanding to New York City in 2010, where it opened four locations, and then further expanded to St. Louis and Boston. As of October 2011 the chain had 26 teahouses and distribution in over 3,000 grocery stores. By spring 2013, it also opened a location in Beirut with plans to add locations in five Middle East cities by year end. Argo Tea primarily sold hot and cold tea-based signature drinks. It also offered about three dozen international varieties of loose-leaf tea (tea brewed from loose tea leaves, as opposed to tea leaves in bagged tea), coffee, baked goods, small entrées, and teaware. The tea menu included a variety of black, green, white teas, and natural herbal teas, served hot or iced. Argo Tea formed a special relationship with Whole Foods Market to distribute Argo products. According to a description in Bloomberg Businessweek, Argo's specialty foods include pastries, sandwiches, salads, and quiches. Argo markets from a lifestyle perspective with awareness of modern design and sustainable environment. It also sells audio CDs. In 2020, Argo Tea began selling bottled tea products in Walgreens and other stores, and gradually closed their cafes. Golden Fleece Beverages, Inc. purchased the Argo Tea brand, and has continued to operate the business as Argo Tea. Loose tea is sold online. History Argo set out to be the Starbucks of tea. Argo Tea was launched in 2003 by three partners: Arsen Avakian, Simon Simonian, and Daniel Lindwasser. Avakian and Simonian are boyhood friends from Armenia. They grew up in Yerevan and emigrated in the 1990s to the United States, where Simonian, a computer scientist, and Avakian, a startup company specialist, teamed up following the dot-com bubble. Avakian first came to the United States as a Fulbright scholar. Lindwasser is a Frenchman who moved to the U.S. in 1997. He is a former management consultant. Avakian's father, Yuri, holds multiple wind and solar technology patents. The original 900-square-foot (84 m2) cafe for Argo Tea, which had 24 indoor seats and 20 patio seats in its 2003 configuration, is located at 958 West Armitage Avenue on the corner of Sheffield Avenue in Chicago. The venture, which opened in June 2003, was the first tea cafe in Lincoln Park. It was across the street from a Starbucks. Argo borrowed its name from the story of Jason and the Argonauts in Greek mythology. The original store was financed by its founders, who were all experienced management consultants, without outside investors. They used their own credit cards as lines of credit. Chicago architect Mark A. Cuellar was hired to design Argo's early cafe interiors. At first, the company experimented with expansion by distributing boxed dry tea at Whole Foods, but quickly restrategized. Barely six months after opening, Argo was planning expansion in Chicago and beyond. Late..."
Bigelow Tea Company,https://en.wikipedia.org/wiki/Bigelow_Tea_Company,"R.C. Bigelow, Inc. (also known as the Bigelow Tea Company) is an American manufacturer of dried teas based in Fairfield, Connecticut. It was founded by Ruth C. Bigelow in 1945, based on a recipe she marketed as ""Constant Comment"" tea. The company markets over 50 varieties of tea, including black, green and herbal, all of which are blended in Fairfield. The company has other plants in Boise, Idaho, and Louisville, Kentucky.  Their Charleston Tea Garden in South Carolina is the only tea garden in America, but it does not produce the company's teas. Still a 100% family-owned business, Bigelow employs 350 people and had annual sales in 2020 of approximately US$188.9 million.","R.C. Bigelow, Inc. (also known as the Bigelow Tea Company) is an American manufacturer of dried teas based in Fairfield, Connecticut. It was founded by Ruth C. Bigelow in 1945, based on a recipe she marketed as ""Constant Comment"" tea. The company markets over 50 varieties of tea, including black, green and herbal, all of which are blended in Fairfield. The company has other plants in Boise, Idaho, and Louisville, Kentucky. Their Charleston Tea Garden in South Carolina is the only tea garden in America, but it does not produce the company's teas. Still a 100% family-owned business, Bigelow employs 350 people and had annual sales in 2020 of approximately US$188.9 million. Constant Comment Constant Comment remains today one of Bigelow's most popular products. It is a black tea flavored with orange rinds and sweet spices. The recipe was developed by interior designer Ruth Bigelow in 1945, from an old colonial tea recipe for making orange and spice flavored tea in stone containers. In 1945, The New York Times food writer Jane Holt wrote about the newly introduced tea, calling it ""unusual"", ""delicious"", ""concentrated"", and ""economical"": Ruth Campbell Bigelow and Bertha West Nealey [are] both interior decorators whose enthusiasm for tea has led them to blend their own... an unusual and delicious brew called Constant Comment, which has just been introduced in city stores.... Unlike the ordinary sorts, it is so concentrated that a little goes a long way. For example, in preparing it, a scant half-teaspoon is recommended for three cups.... Several other varieties are in the process of experimentation in the laboratory.... The price ranges from 67 to 75 cents a [two-and-one-quarter-ounce] jar. A 1945 article by noted food writer Clementine Paddleford tells this story about the origin of the name:The tea was ready for market, but no name seemed to suit. Then it happened this way: One of Mrs. Bigelow's Park Avenue friends was giving an afternoon party, and it was suggested she try the new blend. Not a word was said to the guests regarding its novelty, yet everyone spoke of the tea's aroma, its flavor—there was “constant comment.” A good name, why not? Labels were made and the tea was hurried to the stores, where it is selling at around 75 cents for the two-and-one-quarter ounce jar. Expensive? But here's a tea so flavorful that three quarters of a teaspoon make six bracing cups of aromatic spiciness. Sales grew slowly but steadily, taking off in the 1970s when Bigelow began packing their teabags in folding cardboard boxes instead of tins. According to singer-songwriter Leonard Cohen, the famous lines, ""and she feeds you tea and oranges / that come all the way from China"", from his first hit song ""Suzanne"", refer to Constant Comment tea. The tea also gets a mention in the 1977 children's novella 'Mildred Murphy, how does your Garden Grow?' by Phyllis Green in which ""[Mildred's] loneliness disappears when [she] befriends a secretive woman living in a condemned garage"" who is fond of..."
Counter Culture Coffee,https://en.wikipedia.org/wiki/Counter_Culture_Coffee,"Counter Culture Coffee is a Durham, North Carolina–based coffee roasting company founded in 1995. It has regional training locations in Asheville, North Carolina; Atlanta; Boston; Charleston, South Carolina; Chicago; Durham, North Carolina; Emeryville, California; New York City; Philadelphia; and Washington, D.C. Counter Culture training centers provide education in the fundamentals of preparing and serving coffee and serve as classrooms and event spaces. Training centers are not only for vendors of Counter Culture Coffee but are also available to anyone interested in coffee production. Training centers also host competition training, food events with guest chefs, and professional workshops.
Counter Culture Coffee buys primarily from small coffee producers at prices between $1.30 and $25 a pound. As such, they are regarded as a ""boutique"" coffee roaster, a company which sources from multiple small estates and cooperatives rather than a single large grower.","Counter Culture Coffee is a Durham, North Carolina–based coffee roasting company founded in 1995. It has regional training locations in Asheville, North Carolina; Atlanta; Boston; Charleston, South Carolina; Chicago; Durham, North Carolina; Emeryville, California; New York City; Philadelphia; and Washington, D.C. Counter Culture training centers provide education in the fundamentals of preparing and serving coffee and serve as classrooms and event spaces. Training centers are not only for vendors of Counter Culture Coffee but are also available to anyone interested in coffee production. Training centers also host competition training, food events with guest chefs, and professional workshops. Counter Culture Coffee buys primarily from small coffee producers at prices between $1.30 and $25 a pound. As such, they are regarded as a ""boutique"" coffee roaster, a company which sources from multiple small estates and cooperatives rather than a single large grower. Company history Counter Culture Coffee started roasting coffee in Durham in 1995. Founded by Brett Smith and Fred Houk, their focus was creating custom coffee blends for some of Durham and Chapel Hill's southern restaurants. They sold their first coffee to Pop's Restaurant in Durham in 1995. The company expanded its operations to areas along the East Coast. The firm also diversified its line of products and services, offering seasonal coffee selections and educational programs that focus on sustainability and the coffee brewing process. Sustainability Counter Culture Coffee directly collaborates with artisans who grow the coffee, and their partnership with farmers is a basis for their sustainable coffee model, which involves working with progressive and environmentally sensitive farms in the trade. In 2008, they launched a third-party Counter Culture Direct Trade Certification, establishing direct trade standards for sustainability, quality, and fairness in the coffee chain. Additional initiatives include their Sustaining Educational and Environmental Development at a Source (SEEDS) program and the company's Sustainability Scorecard. The SEEDS initiative aims to support sustainability and education on the origins of the products. At the same time, the Sustainability Scorecard measures the impact of the company's efforts toward building a more sustainable supply chain. Education The firm also provides consumers, employees, and wholesale partners with educational programs on coffee brewing, origin, and history. Professional development courses include Brewing Science, Barista Fundamentals, Coffee Origins, Cupping Fundamentals, and Brewing: Technique & Troubleshooting. Public educational initiatives include free ""Tastings at Ten"" every Friday morning, as well as homebrew labs for coffee enthusiasts offered at a fee. Educational courses are offered at thirteen Counter Culture Training Centers across the country. Locations Coffee is roasted in two production facilities in Durham, North Carolina (also the company's headquarters) and Emeryville, California. See also Blue Bottle Coffee Intelligentsia Coffee & Tea La Colombe Coffee Roasters Revelator Coffee Stumptown Coffee Roasters List of coffeehouse chains List of coffee companies References External links Counter Culture Website"
Imperial Tea Court,https://en.wikipedia.org/wiki/Imperial_Tea_Court,"The Imperial Tea Court is a privately owned American company that provides fine teas from China, India, Taiwan and Japan, to the U.S. wholesale and retail markets. The Imperial Tea Court was the first authentic tearoom in San Francisco's Chinatown, serving black tea, green tea, white tea, yellow tea, jasmine tea and puerh tea. The tearoom is widely known for its traditional style of tea.
The tearoom opened in San Francisco in Chinatown in 1993. That location has closed; current locations are in San Francisco's Ferry Building and in nearby Berkeley. In 2012 the Fongs organized San Francisco's first Tea Festival at their Ferry Building location.","The Imperial Tea Court is a privately owned American company that provides fine teas from China, India, Taiwan and Japan, to the U.S. wholesale and retail markets. The Imperial Tea Court was the first authentic tearoom in San Francisco's Chinatown, serving black tea, green tea, white tea, yellow tea, jasmine tea and puerh tea. The tearoom is widely known for its traditional style of tea. The tearoom opened in San Francisco in Chinatown in 1993. That location has closed; current locations are in San Francisco's Ferry Building and in nearby Berkeley. In 2012 the Fongs organized San Francisco's first Tea Festival at their Ferry Building location. References Published works Fong, Roy (2012). The Great Teas of China. Oakland: Tea Journey Books. ISBN 978-0578041957."
Kalahari Tea,https://en.wikipedia.org/wiki/Kalahari_Tea,"Kalahari Tea imports, distributes, and sells a variety of specialty teas via its web site. Founded by Ned Fitch and David Abrahams, the company focused in particular on South African Rooibos or red tea, which it sold in Giant Eagle and GNC stores. Additional lines included its ChocoLatte green tea, citrus-flavored oolong teas, all of which were carried in Publix grocery stores.","Kalahari Tea imports, distributes, and sells a variety of specialty teas via its web site. Founded by Ned Fitch and David Abrahams, the company focused in particular on South African Rooibos or red tea, which it sold in Giant Eagle and GNC stores. Additional lines included its ChocoLatte green tea, citrus-flavored oolong teas, all of which were carried in Publix grocery stores. References Pittsburgh Post Gazette – To a Tea – 2/04 Ocala Star Banner – 8/02 Atlanta Journal-Constitution – Athens 'Bean Team' accelerates ambitions – 4/05 Tea Guy Speaks – Tea Review 8 – Kalahari Red 8/05"
Kung Fu Tea,https://en.wikipedia.org/wiki/Kung_Fu_Tea,"Kung Fu Tea (Chinese: 功夫茶; pinyin: Gōngfūchá) is an American bubble tea franchise headquartered in New York City. The company was founded on April 30, 2010, in Queens, NY. It is the largest American bubble tea company, with over 350+ locations across the United States. On April 30, 2018, Kung Fu Tea founded the world's first National Bubble Tea Day.
In 2021, Kung Fu Tea was recorded among Nation's Restaurant News Top 500 Restaurant Chains.","Kung Fu Tea (Chinese: 功夫茶; pinyin: Gōngfūchá) is an American bubble tea franchise headquartered in New York City. The company was founded on April 30, 2010, in Queens, NY. It is the largest American bubble tea company, with over 350+ locations across the United States. On April 30, 2018, Kung Fu Tea founded the world's first National Bubble Tea Day. In 2021, Kung Fu Tea was recorded among Nation's Restaurant News Top 500 Restaurant Chains. Partnerships Kung Fu Tea partnered with Funimation to distribute drinks based on the anime Fruits Basket. They also partnered with various video games and video game companies, including Nintendo, Honkai Impact 3rd, Pokémon Go in May 2023, and Pikmin 4 in July 2023. They have also collaborated with Spirit Halloween in October 2023, and with the clothing company Opening Ceremony. On November 30, 2018, the company partnered with Taiwan-based restaurant chain TKK Fried Chicken to open collaborative locations in the United States. See also Tea house Tea culture Xing Fu Tang References External links Official website"
Maya Tea Company,https://en.wikipedia.org/wiki/Maya_Tea_Company,"Maya Tea Company is a beverage company, based in Tucson, Arizona, that specializes in the production of custom tea blends, chai concentrates and southwestern spices.","Maya Tea Company is a beverage company, based in Tucson, Arizona, that specializes in the production of custom tea blends, chai concentrates and southwestern spices. History The company was first established in 1997 by founder and owner, Manish Shah, and his brother, cofounder Yash Shah. The name, ""Maya"", comes from the first two letters of the brothers' first names. The brothers started first by importing teas from China and India. The first sales outlet was a booth at the local farmers' market. As the business expanded, operations were moved into a large warehouse on the west side of Tucson. In 2014 a trademark ""Maya Tea"" was issued by the US Government. At that time Maya Tea Company teas were served in various coffeeshops, teahouses, restaurants, taverns, salons and hotels across the United States. The company also produces and distributes packaged leaves for home use. Maya's teas can be found in many collaborative products, including Dogfish Head Brewery's Sah'tea beer, Terrapin Beer Company's Samurai Krunkle's ale, and Borderland Brewing Company's Hibiscus Saison and Agua Bendita Wheat Wine beers. The company has been featured in Fresh Cup Magazine's ""2013 Tea Almanac"", Tea Magazine, Tucson Lifestyle Home & Garden, and on the podcast, Steeping Around. == References =="
Milo's Tea Company,https://en.wikipedia.org/wiki/Milo%27s_Tea_Company,"Milo's Tea Company is an American beverage company. It mainly sells its products, fruit teas, in grocery stores across the country. It was founded in 1989 as an offshoot of the Alabama-based restaurant chain Milo's Hamburgers. It is the fourth-largest iced tea maker in the country.","Milo's Tea Company is an American beverage company. It mainly sells its products, fruit teas, in grocery stores across the country. It was founded in 1989 as an offshoot of the Alabama-based restaurant chain Milo's Hamburgers. It is the fourth-largest iced tea maker in the country. History Milo's Tea Company was sprouted from a burger restaurant called Milo's Hamburgers in Birmingham, Alabama. It was founded in 1946 by Milo Carlton and his wife, Bea, after Milo returned from his service in World War II. After nearly forty years of business, the couple's son, Ronnie Carlton, and his wife Sheila then realized that the teas were the most popular item on the menu. Starting in 1989, they then decided to sell it at grocery stores, calling it Milo's Famous Tea. The first store they sold it at was the chain Piggly Wiggly. The parent company of the restaurant, Milo's Franchise Co., previously owned both Milo's Hamburgers and Milo's Tea Company, but the restaurant company was sold in 2002, forming Milo's Tea Co. In 2012, Milo's Franchise sued Milo's Tea, leading to a temporary pull of the brand of tea from the restaurant's stocks. The dispute was settled in 2013, with the tea continuing to be served at the restaurant. In 2014, the product transformed from a regional brand to a national brand, over doubling the amount of states it was available in to 38. Lemonade, decaffeinated tea, and Arnold Palmers also debuted in that year. A new logo debuted in 2020. Products The company is most known for its sweet tea, which has been made since 1946. It has only three ingredients (filtered water, pure cane sugar, and tea) and features no preservatives. Extra Sweet Tea is a variety of this that adds more sugar to the ingredients. The Zero Calorie version has no sugar or calories. The company also offers unsweetened tea, a drink equivalent to an Arnold Palmer, and lemonade. There are three drink sizes: 1 US gal (3.8 L), 0.5 US gal (1.9 L), and 20 US fl oz (590 mL). References External links Official website"
